87,81864
87,81864
87,81864
87,81864
87,81864
88,14735528
88,28037611
88,31259833
88,23408019
88,06320428
87,81824912
87,52251517
87,18520666
86,81568204
86,40000229
85,99401072
85,56070117
85,09076741
84,55654131
84,04572291
83,51694915
83,01638857
82,49317152
81,93821346
81,32417447
80,70192818
80,07585918
79,43689433
78,79877297
78,14788742
77,49340796
76,84445558
76,19628588
75,51746541
74,82188542
74,10534662
73,36757015
72,60443352
71,87001103
71,10610574
70,29515072
69,437567
68,58264617
67,71295506
66,8201005
65,89999858
64,95326519
63,97189346
62,94788423
61,87351872
60,81429035
59,6599588
58,39219499
57,00615429
55,57655764
54,03670602
52,3602989
50,53592791
48,51634447
46,28486659
43,88013023
41,30731535
38,5551811
35,59600632
32,44476989
29,09882002
25,53820497
21,78917223
19,49295246
16,04862279
11,45618323
7,983044144
7,983044144
7,983044144
7,983044144
7,983044144
8,011238588
8,146412199
8,380370533
8,705058033
9,102384422
9,564259422
10,0360997
10,50589137
10,98377331
11,49800942
12,02030109
12,55075248
13,0973497
13,65398164
14,21252331
14,78325248
15,34998859
15,92474553
16,49939831
17,08221081
17,67311359
18,28623859
18,91137748
19,57887748
20,23623859
20,8835997
21,51287053
22,18443303
22,8760997
23,6020372
24,33814831
25,85366494
27,36304221
28,86590925
30,36189667
31,85063657
33,33176269
34,8049105
36,26971722
37,725822
39,17286592
40,61049216
42,03834599
43,45607496
44,86332891
46,25976006
47,64502312
49,01877538
50,38067673
51,73038983
53,0675801
54,39191587
55,7030684
57,00071202
58,28452413
59,55418535
60,80937954
62,04979389
63,27511901
64,48504897
65,67928137
66,85751744
68,01946207
69,16482389
70,29331534
71,40465271
72,49855623
73,57475008
74,63296249
75,67292579
76,69437642
77,69705504
78,68070652
79,64508
80,58992896
81,51501122
82,42008898
83,30492887
84,16930196
85,01298376
85,83575427
86,63739798
87,41770386
88,17646535
88,91348038
89,6285513
90,32148487
90,99209221
91,64018872
92,26559402
92,86813182
93,44762978
94,00391939
94,5368357
95,0462171
95,53190499
95,99374339
96,43157843
96,84525769
97,23462945
97,59954156
97,93984011
98,25536752
98,54596007
98,8114443
99,05163184
99,26631174
99,45523819
99,61811005
99,75453353
99,8639454
99,94542406
99,99703911
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
99,71503836
99,29466746
98,80902596
98,28132766
97,7351667
97,17522896
96,62948333
96,01877215
95,33853577
94,611908
93,92746625
93,27602339
92,54626537
91,73788178
90,89296216
90,07640515
89,20981377
88,32541778
87,42363945
86,50888657
85,55830608
84,59059343
83,57841
82,53566134
81,42582066
80,25878806
79,03054801
77,74153062
76,37452587
74,93053942
73,41092953
71,79463597
70,07064627
68,20607429
66,17863517
63,95505997
61,45325537
58,41992019
54,46961456
